tv_ticker,exchange,local_symbol,vendor_symbol,mcap_band,mcap_decile_file,us_listed,symbol_needs_manual_map
TSX:BK,TSX,BK,BK.TO,$589M-299M,8,N,N
TWSE:6269,TWSE,6269,6269.TW,$589M-299M,8,N,N
NASDAQ:NGNE,NASDAQ,NGNE,NGNE,$589M-299M,8,Y,N
NYSE:MLR,NYSE,MLR,MLR,$589M-299M,8,Y,N
TWSE:5607,TWSE,5607,5607.TW,$589M-299M,8,N,N
ASX:CU6,ASX,CU6,CU6.AX,$589M-299M,8,N,N
ASX:HSN,ASX,HSN,HSN.AX,$589M-299M,8,N,N
NASDAQ:SFST,NASDAQ,SFST,SFST,$589M-299M,8,Y,N
KRX:192400,KRX,192400,,$589M-299M,8,N,Y
TWSE:2605,TWSE,2605,2605.TW,$589M-299M,8,N,N
TWSE:3013,TWSE,3013,3013.TW,$589M-299M,8,N,N
TSX:DRM,TSX,DRM,DRM.TO,$589M-299M,8,N,N
NYSE:BTGO,NYSE,BTGO,BTGO,$589M-299M,8,Y,N
TWSE:2727,TWSE,2727,2727.TW,$589M-299M,8,N,N
ASX:CVL,ASX,CVL,CVL.AX,$589M-299M,8,N,N
ASX:WA1,ASX,WA1,WA1.AX,$589M-299M,8,N,N
KRX:28513K,KRX,28513K,,$589M-299M,8,N,Y
TWSE:4169,TWSE,4169,4169.TW,$589M-299M,8,N,N
NASDAQ:OSPN,NASDAQ,OSPN,OSPN,$589M-299M,8,Y,N
TWSE:1104,TWSE,1104,1104.TW,$589M-299M,8,N,N
NASDAQ:ALOY,NASDAQ,ALOY,ALOY,$589M-299M,8,Y,N
NASDAQ:VITL,NASDAQ,VITL,VITL,$589M-299M,8,Y,N
TWSE:4770,TWSE,4770,4770.TW,$589M-299M,8,N,N
NYSE:IVR,NYSE,IVR,IVR,$589M-299M,8,Y,N
NASDAQ:DDI,NASDAQ,DDI,DDI,$589M-299M,8,Y,N
TSX:HSLV,TSX,HSLV,HSLV.TO,$589M-299M,8,N,N
TSX:DIV,TSX,DIV,DIV.TO,$589M-299M,8,N,N
TSX:LGD,TSX,LGD,LGD.TO,$589M-299M,8,N,N
TSX:TMQ,TSX,TMQ,TMQ.TO,$589M-299M,8,N,N
TWSE:9911,TWSE,9911,9911.TW,$589M-299M,8,N,N
NYSE:TCBX,NYSE,TCBX,TCBX,$589M-299M,8,Y,N
NASDAQ:GEMI,NASDAQ,GEMI,GEMI,$589M-299M,8,Y,N
TWSE:6206,TWSE,6206,6206.TW,$589M-299M,8,N,N
NASDAQ:PKOH,NASDAQ,PKOH,PKOH,$589M-299M,8,Y,N
ASX:RFF,ASX,RFF,RFF.AX,$589M-299M,8,N,N
NYSE:WNC,NYSE,WNC,WNC,$589M-299M,8,Y,N
TWSE:2402,TWSE,2402,2402.TW,$589M-299M,8,N,N
NASDAQ:MBUU,NASDAQ,MBUU,MBUU,$589M-299M,8,Y,N
NASDAQ:PRME,NASDAQ,PRME,PRME,$589M-299M,8,Y,N
NASDAQ:KRUS,NASDAQ,KRUS,KRUS,$589M-299M,8,Y,N
NASDAQ:CTNM,NASDAQ,CTNM,CTNM,$589M-299M,8,Y,N
TWSE:3592,TWSE,3592,3592.TW,$589M-299M,8,N,N
NASDAQ:FBIZ,NASDAQ,FBIZ,FBIZ,$589M-299M,8,Y,N
NASDAQ:FLGT,NASDAQ,FLGT,FLGT,$589M-299M,8,Y,N
TPEX:6643,TPEX,6643,6643.TWO,$589M-299M,8,N,N
NYSE:SMWB,NYSE,SMWB,SMWB,$589M-299M,8,Y,N
NYSE:WTI,NYSE,WTI,WTI,$589M-299M,8,Y,N
AMEX:ELA,AMEX,ELA,ELA,$589M-299M,8,Y,N
NASDAQ:GCBC,NASDAQ,GCBC,GCBC,$589M-299M,8,Y,N
NYSE:OOMA,NYSE,OOMA,OOMA,$589M-299M,8,Y,N
NYSE:CLB,NYSE,CLB,CLB,$589M-299M,8,Y,N
NASDAQ:BOT,NASDAQ,BOT,BOT,$589M-299M,8,Y,N
TWSE:2247,TWSE,2247,2247.TW,$589M-299M,8,N,N
NASDAQ:CADL,NASDAQ,CADL,CADL,$589M-299M,8,Y,N
NYSE:OLP,NYSE,OLP,OLP,$589M-299M,8,Y,N
NASDAQ:DNUT,NASDAQ,DNUT,DNUT,$589M-299M,8,Y,N
TPEX:3587,TPEX,3587,3587.TWO,$589M-299M,8,N,N
NASDAQ:ODTX,NASDAQ,ODTX,ODTX,$589M-299M,8,Y,N
NASDAQ:BBCP,NASDAQ,BBCP,BBCP,$589M-299M,8,Y,N
TWSE:2426,TWSE,2426,2426.TW,$589M-299M,8,N,N
ASX:OML,ASX,OML,OML.AX,$589M-299M,8,N,N
ASX:ABG,ASX,ABG,ABG.AX,$589M-299M,8,N,N
ASX:AAC,ASX,AAC,AAC.AX,$589M-299M,8,N,N
TSX:MTY,TSX,MTY,MTY.TO,$589M-299M,8,N,N
TSX:CGX,TSX,CGX,CGX.TO,$589M-299M,8,N,N
TSX:WJX,TSX,WJX,WJX.TO,$589M-299M,8,N,N
NYSE:GPRK,NYSE,GPRK,GPRK,$589M-299M,8,Y,N
TWSE:2401,TWSE,2401,2401.TW,$589M-299M,8,N,N
NASDAQ:XMAX,NASDAQ,XMAX,XMAX,$589M-299M,8,Y,N
NASDAQ:HBCP,NASDAQ,HBCP,HBCP,$589M-299M,8,Y,N
NASDAQ:NEXN,NASDAQ,NEXN,NEXN,$589M-299M,8,Y,N
NASDAQ:TATT,NASDAQ,TATT,TATT,$589M-299M,8,Y,N
NASDAQ:PWRL,NASDAQ,PWRL,PWRL,$589M-299M,8,Y,N
KRX:281740,KRX,281740,,$589M-299M,8,N,Y
NASDAQ:SLN,NASDAQ,SLN,SLN,$589M-299M,8,Y,N
AMEX:TMQ,AMEX,TMQ,TMQ,$589M-299M,8,Y,N
ASX:ING,ASX,ING,ING.AX,$589M-299M,8,N,N
NASDAQ:CTMX,NASDAQ,CTMX,CTMX,$589M-299M,8,Y,N
NASDAQ:AIOT,NASDAQ,AIOT,AIOT,$589M-299M,8,Y,N
NYSE:HUYA,NYSE,HUYA,HUYA,$589M-299M,8,Y,N
NASDAQ:BTBT,NASDAQ,BTBT,BTBT,$589M-299M,8,Y,N
NASDAQ:BSRR,NASDAQ,BSRR,BSRR,$589M-299M,8,Y,N
NASDAQ:GYRE,NASDAQ,GYRE,GYRE,$589M-299M,8,Y,N
NASDAQ:MLAB,NASDAQ,MLAB,MLAB,$589M-299M,8,Y,N
NASDAQ:GLRE,NASDAQ,GLRE,GLRE,$589M-299M,8,Y,N
NYSE:FTW,NYSE,FTW,FTW,$589M-299M,8,Y,N
NYSE:ORN,NYSE,ORN,ORN,$589M-299M,8,Y,N
NASDAQ:MYGN,NASDAQ,MYGN,MYGN,$589M-299M,8,Y,N
NYSE:EBF,NYSE,EBF,EBF,$589M-299M,8,Y,N
NASDAQ:KELYA,NASDAQ,KELYA,KELYA,$589M-299M,8,Y,N
ASX:PNR,ASX,PNR,PNR.AX,$589M-299M,8,N,N
ASX:PPC,ASX,PPC,PPC.AX,$589M-299M,8,N,N
ASX:MYS,ASX,MYS,MYS.AX,$589M-299M,8,N,N
ASX:WGN,ASX,WGN,WGN.AX,$589M-299M,8,N,N
ASX:WGB,ASX,WGB,WGB.AX,$589M-299M,8,N,N
KRX:214320,KRX,214320,,$589M-299M,8,N,Y
NASDAQ:MNRO,NASDAQ,MNRO,MNRO,$589M-299M,8,Y,N
KRX:071320,KRX,071320,,$589M-299M,8,N,Y
TWSE:2355,TWSE,2355,2355.TW,$589M-299M,8,N,N
TWSE:3029,TWSE,3029,3029.TW,$589M-299M,8,N,N
KRX:009415,KRX,009415,,$589M-299M,8,N,Y
TPEX:5864,TPEX,5864,5864.TWO,$589M-299M,8,N,N
NASDAQ:ARVN,NASDAQ,ARVN,ARVN,$589M-299M,8,Y,N
NASDAQ:ITIC,NASDAQ,ITIC,ITIC,$589M-299M,8,Y,N
NASDAQ:CTRN,NASDAQ,CTRN,CTRN,$589M-299M,8,Y,N
KRX:036530,KRX,036530,,$589M-299M,8,N,Y
KRX:019210,KRX,019210,,$589M-299M,8,N,Y
NASDAQ:PHOE,NASDAQ,PHOE,PHOE,$589M-299M,8,Y,N
NASDAQ:DMII,NASDAQ,DMII,DMII,$589M-299M,8,Y,N
NASDAQ:TOI,NASDAQ,TOI,TOI,$589M-299M,8,Y,N
NASDAQ:PRTH,NASDAQ,PRTH,PRTH,$589M-299M,8,Y,N
ASX:LIN,ASX,LIN,LIN.AX,$589M-299M,8,N,N
TWSE:9937,TWSE,9937,9937.TW,$589M-299M,8,N,N
TPEX:6016,TPEX,6016,6016.TWO,$589M-299M,8,N,N
NASDAQ:RGNX,NASDAQ,RGNX,RGNX,$589M-299M,8,Y,N
NASDAQ:FIP,NASDAQ,FIP,FIP,$589M-299M,8,Y,N
NASDAQ:ESEA,NASDAQ,ESEA,ESEA,$589M-299M,8,Y,N
NYSE:OIS,NYSE,OIS,OIS,$589M-299M,8,Y,N
NYSE:SPME,NYSE,SPME,SPME,$589M-299M,8,Y,N
TSX:IFP,TSX,IFP,IFP.TO,$589M-299M,8,N,N
TSX:MRE,TSX,MRE,MRE.TO,$589M-299M,8,N,N
TWSE:2704,TWSE,2704,2704.TW,$589M-299M,8,N,N
TWSE:6753,TWSE,6753,6753.TW,$589M-299M,8,N,N
TWSE:3703,TWSE,3703,3703.TW,$589M-299M,8,N,N
TWSE:2480,TWSE,2480,2480.TW,$589M-299M,8,N,N
TPEX:5314,TPEX,5314,5314.TWO,$589M-299M,8,N,N
KRX:079160,KRX,079160,,$589M-299M,8,N,Y
TWSE:2106,TWSE,2106,2106.TW,$589M-299M,8,N,N
NYSE:DDL,NYSE,DDL,DDL,$589M-299M,8,Y,N
TWSE:8114,TWSE,8114,8114.TW,$589M-299M,8,N,N
ASX:A4N,ASX,A4N,A4N.AX,$589M-299M,8,N,N
NASDAQ:RLMD,NASDAQ,RLMD,RLMD,$589M-299M,8,Y,N
TWSE:6672,TWSE,6672,6672.TW,$589M-299M,8,N,N
NASDAQ:PROK,NASDAQ,PROK,PROK,$589M-299M,8,Y,N
TPEX:8042,TPEX,8042,8042.TWO,$589M-299M,8,N,N
TPEX:4971,TPEX,4971,4971.TWO,$589M-299M,8,N,N
TWSE:2905,TWSE,2905,2905.TW,$589M-299M,8,N,N
NASDAQ:ROMA,NASDAQ,ROMA,ROMA,$589M-299M,8,Y,N
AMEX:URG,AMEX,URG,URG,$589M-299M,8,Y,N
TSX:WRN,TSX,WRN,WRN.TO,$589M-299M,8,N,N
TSX:TLRY,TSX,TLRY,TLRY.TO,$589M-299M,8,N,N
NYSE:SD,NYSE,SD,SD,$589M-299M,8,Y,N
TWSE:2392,TWSE,2392,2392.TW,$589M-299M,8,N,N
KRX:213420,KRX,213420,,$589M-299M,8,N,Y
NASDAQ:NVCT,NASDAQ,NVCT,NVCT,$589M-299M,8,Y,N
KRX:065350,KRX,065350,,$589M-299M,8,N,Y
KRX:000400,KRX,000400,,$589M-299M,8,N,Y
NYSE:DNA,NYSE,DNA,DNA,$589M-299M,8,Y,N
TPEX:6920,TPEX,6920,6920.TWO,$589M-299M,8,N,N
NASDAQ:TASK,NASDAQ,TASK,TASK,$589M-299M,8,Y,N
NYSE:CPS,NYSE,CPS,CPS,$589M-299M,8,Y,N
KRX:003240,KRX,003240,,$589M-299M,8,N,Y
TSX:ACT,TSX,ACT,ACT.TO,$589M-299M,8,N,N
TSX:GAU,TSX,GAU,GAU.TO,$589M-299M,8,N,N
TSX:DCBO,TSX,DCBO,DCBO.TO,$589M-299M,8,N,N
TWSE:3149,TWSE,3149,3149.TW,$589M-299M,8,N,N
TWSE:1718,TWSE,1718,1718.TW,$589M-299M,8,N,N
NASDAQ:IMMX,NASDAQ,IMMX,IMMX,$589M-299M,8,Y,N
NASDAQ:CWBC,NASDAQ,CWBC,CWBC,$589M-299M,8,Y,N
NASDAQ:NPCE,NASDAQ,NPCE,NPCE,$589M-299M,8,Y,N
NYSE:TWI,NYSE,TWI,TWI,$589M-299M,8,Y,N
TWSE:5007,TWSE,5007,5007.TW,$589M-299M,8,N,N
ASX:DJW,ASX,DJW,DJW.AX,$589M-299M,8,N,N
ASX:IDX,ASX,IDX,IDX.AX,$589M-299M,8,N,N
KRX:074600,KRX,074600,,$589M-299M,8,N,Y
NASDAQ:FWRD,NASDAQ,FWRD,FWRD,$589M-299M,8,Y,N
TWSE:1313,TWSE,1313,1313.TW,$589M-299M,8,N,N
AMEX:WRN,AMEX,WRN,WRN,$589M-299M,8,Y,N
TWSE:1712,TWSE,1712,1712.TW,$589M-299M,8,N,N
NASDAQ:TLRY,NASDAQ,TLRY,TLRY,$589M-299M,8,Y,N
TPEX:5443,TPEX,5443,5443.TWO,$589M-299M,8,N,N
KRX:000215,KRX,000215,,$589M-299M,8,N,Y
KRX:122870,KRX,122870,,$589M-299M,8,N,Y
NASDAQ:YORW,NASDAQ,YORW,YORW,$589M-299M,8,Y,N
TWSE:3028,TWSE,3028,3028.TW,$589M-299M,8,N,N
TWSE:2530,TWSE,2530,2530.TW,$589M-299M,8,N,N
NYSE:NWAX,NYSE,NWAX,NWAX,$589M-299M,8,Y,N
KRX:004490,KRX,004490,,$589M-299M,8,N,Y
KRX:137310,KRX,137310,,$589M-299M,8,N,Y
NYSE:ALIT,NYSE,ALIT,ALIT,$589M-299M,8,Y,N
NASDAQ:ALTI,NASDAQ,ALTI,ALTI,$589M-299M,8,Y,N
KRX:248070,KRX,248070,,$589M-299M,8,N,Y
NASDAQ:COFS,NASDAQ,COFS,COFS,$589M-299M,8,Y,N
AMEX:GAU,AMEX,GAU,GAU,$589M-299M,8,Y,N
TWSE:6024,TWSE,6024,6024.TW,$589M-299M,8,N,N
KRX:002355,KRX,002355,,$589M-299M,8,N,Y
KRX:033100,KRX,033100,,$589M-299M,8,N,Y
NASDAQ:SFIX,NASDAQ,SFIX,SFIX,$589M-299M,8,Y,N
NASDAQ:KIDS,NASDAQ,KIDS,KIDS,$589M-299M,8,Y,N
NYSE:MG,NYSE,MG,MG,$589M-299M,8,Y,N
NASDAQ:PAYS,NASDAQ,PAYS,PAYS,$589M-299M,8,Y,N
KRX:032190,KRX,032190,,$589M-299M,8,N,Y
TWSE:3022,TWSE,3022,3022.TW,$589M-299M,8,N,N
NYSE:NGS,NYSE,NGS,NGS,$589M-299M,8,Y,N
AMEX:NINE,AMEX,NINE,NINE,$589M-299M,8,Y,N
TPEX:3088,TPEX,3088,3088.TWO,$589M-299M,8,N,N
TSX:ESI,TSX,ESI,ESI.TO,$589M-299M,8,N,N
TSX:TLG,TSX,TLG,TLG.TO,$589M-299M,8,N,N
TSX:DLCG,TSX,DLCG,DLCG.TO,$589M-299M,8,N,N
AMEX:GROY,AMEX,GROY,GROY,$589M-299M,8,Y,N
TPEX:5213,TPEX,5213,5213.TWO,$589M-299M,8,N,N
TPEX:4114,TPEX,4114,4114.TWO,$589M-299M,8,N,N
NASDAQ:BTQ,NASDAQ,BTQ,BTQ,$589M-299M,8,Y,N
TPEX:6919,TPEX,6919,6919.TWO,$589M-299M,8,N,N
NASDAQ:DCBO,NASDAQ,DCBO,DCBO,$589M-299M,8,Y,N
NASDAQ:OBT,NASDAQ,OBT,OBT,$589M-299M,8,Y,N
NYSE:MTW,NYSE,MTW,MTW,$589M-299M,8,Y,N
NASDAQ:GOGO,NASDAQ,GOGO,GOGO,$589M-299M,8,Y,N
AMEX:QNC,AMEX,QNC,QNC,$589M-299M,8,Y,N
NASDAQ:JOUT,NASDAQ,JOUT,JOUT,$589M-299M,8,Y,N
NYSE:XRN,NYSE,XRN,XRN,$589M-299M,8,Y,N
NYSE:ECCV,NYSE,ECCV,ECCV,$589M-299M,8,Y,N
TWSE:9925,TWSE,9925,9925.TW,$589M-299M,8,N,N
TWSE:2375,TWSE,2375,2375.TW,$589M-299M,8,N,N
TPEX:4147,TPEX,4147,4147.TWO,$589M-299M,8,N,N
TSX:XNDU,TSX,XNDU,XNDU.TO,$589M-299M,8,N,N
TSX:GFR,TSX,GFR,GFR.TO,$589M-299M,8,N,N
NYSE:ECCC,NYSE,ECCC,ECCC,$589M-299M,8,Y,N
NASDAQ:LOCO,NASDAQ,LOCO,LOCO,$589M-299M,8,Y,N
NASDAQ:PANL,NASDAQ,PANL,PANL,$589M-299M,8,Y,N
NYSE:ECC,NYSE,ECC,ECC,$589M-299M,8,Y,N
NYSE:ECCU,NYSE,ECCU,ECCU,$589M-299M,8,Y,N
ASX:WIA,ASX,WIA,WIA.AX,$589M-299M,8,N,N
ASX:LYL,ASX,LYL,LYL.AX,$589M-299M,8,N,N
NYSE:WEAV,NYSE,WEAV,WEAV,$589M-299M,8,Y,N
NYSE:MAGN,NYSE,MAGN,MAGN,$589M-299M,8,Y,N
TPEX:6748,TPEX,6748,6748.TWO,$589M-299M,8,N,N
TWSE:1905,TWSE,1905,1905.TW,$589M-299M,8,N,N
TWSE:3305,TWSE,3305,3305.TW,$589M-299M,8,N,N
TPEX:9957,TPEX,9957,9957.TWO,$589M-299M,8,N,N
NASDAQ:ADV,NASDAQ,ADV,ADV,$589M-299M,8,Y,N
NASDAQ:EVGO,NASDAQ,EVGO,EVGO,$589M-299M,8,Y,N
NASDAQ:PDLB,NASDAQ,PDLB,PDLB,$589M-299M,8,Y,N
KRX:003850,KRX,003850,,$589M-299M,8,N,Y
TPEX:6547,TPEX,6547,6547.TWO,$589M-299M,8,N,N
TWSE:1789,TWSE,1789,1789.TW,$589M-299M,8,N,N
NASDAQ:NRC,NASDAQ,NRC,NRC,$589M-299M,8,Y,N
TWSE:9930,TWSE,9930,9930.TW,$589M-299M,8,N,N
NASDAQ:ACIC,NASDAQ,ACIC,ACIC,$589M-299M,8,Y,N
NYSE:KRSP,NYSE,KRSP,KRSP,$589M-299M,8,Y,N
NASDAQ:VMET,NASDAQ,VMET,VMET,$589M-299M,8,Y,N
NYSE:TRC,NYSE,TRC,TRC,$589M-299M,8,Y,N
KRX:003090,KRX,003090,,$589M-299M,8,N,Y
TWSE:5284,TWSE,5284,5284.TW,$589M-299M,8,N,N
NASDAQ:ADUR,NASDAQ,ADUR,ADUR,$589M-299M,8,Y,N
NASDAQ:CEPF,NASDAQ,CEPF,CEPF,$589M-299M,8,Y,N
TPEX:8255,TPEX,8255,8255.TWO,$589M-299M,8,N,N
NASDAQ:IHRT,NASDAQ,IHRT,IHRT,$589M-299M,8,Y,N
NYSE:BCSS,NYSE,BCSS,BCSS,$589M-299M,8,Y,N
TWSE:4906,TWSE,4906,4906.TW,$589M-299M,8,N,N
TWSE:1714,TWSE,1714,1714.TW,$589M-299M,8,N,N
KRX:041830,KRX,041830,,$589M-299M,8,N,Y
TWSE:1710,TWSE,1710,1710.TW,$589M-299M,8,N,N
KRX:293490,KRX,293490,,$589M-299M,8,N,Y
NYSE:GFR,NYSE,GFR,GFR,$589M-299M,8,Y,N
NYSE:FVR,NYSE,FVR,FVR,$589M-299M,8,Y,N
NASDAQ:ANSC,NASDAQ,ANSC,ANSC,$589M-299M,8,Y,N
KRX:137400,KRX,137400,,$589M-299M,8,N,Y
ASX:PPM,ASX,PPM,PPM.AX,$589M-299M,8,N,N
NASDAQ:RZLT,NASDAQ,RZLT,RZLT,$589M-299M,8,Y,N
NASDAQ:CRAN,NASDAQ,CRAN,CRAN,$589M-299M,8,Y,N
TSX:TWC,TSX,TWC,TWC.TO,$589M-299M,8,N,N
NASDAQ:BWMN,NASDAQ,BWMN,BWMN,$589M-299M,8,Y,N
NASDAQ:BWFG,NASDAQ,BWFG,BWFG,$589M-299M,8,Y,N
TWSE:5243,TWSE,5243,5243.TW,$589M-299M,8,N,N
TWSE:1312,TWSE,1312,1312.TW,$589M-299M,8,N,N
NASDAQ:GDYN,NASDAQ,GDYN,GDYN,$589M-299M,8,Y,N
NYSE:ZKH,NYSE,ZKH,ZKH,$589M-299M,8,Y,N
NASDAQ:CLMB,NASDAQ,CLMB,CLMB,$589M-299M,8,Y,N
KRX:002350,KRX,002350,,$589M-299M,8,N,Y
KRX:075580,KRX,075580,,$589M-299M,8,N,Y
KRX:014620,KRX,014620,,$589M-299M,8,N,Y
NASDAQ:GTEN,NASDAQ,GTEN,GTEN,$589M-299M,8,Y,N
NASDAQ:IIIV,NASDAQ,IIIV,IIIV,$589M-299M,8,Y,N
AMEX:IDR,AMEX,IDR,IDR,$589M-299M,8,Y,N
NASDAQ:ELMT,NASDAQ,ELMT,ELMT,$589M-299M,8,Y,N
TWSE:3605,TWSE,3605,3605.TW,$589M-299M,8,N,N
TWSE:6443,TWSE,6443,6443.TW,$589M-299M,8,N,N
NASDAQ:AIAI,NASDAQ,AIAI,AIAI,$589M-299M,8,Y,N
KRX:298050,KRX,298050,,$589M-299M,8,N,Y
NASDAQ:LWAY,NASDAQ,LWAY,LWAY,$589M-299M,8,Y,N
NASDAQ:CWCO,NASDAQ,CWCO,CWCO,$589M-299M,8,Y,N
ASX:BMN,ASX,BMN,BMN.AX,$589M-299M,8,N,N
NYSE:IPI,NYSE,IPI,IPI,$589M-299M,8,Y,N
NASDAQ:CLNE,NASDAQ,CLNE,CLNE,$589M-299M,8,Y,N
KRX:285130,KRX,285130,,$589M-299M,8,N,Y
TSX:FEC,TSX,FEC,FEC.TO,$589M-299M,8,N,N
AMEX:SLI,AMEX,SLI,SLI,$589M-299M,8,Y,N
KRX:002960,KRX,002960,,$589M-299M,8,N,Y
NASDAQ:VALN,NASDAQ,VALN,VALN,$589M-299M,8,Y,N
KRX:090360,KRX,090360,,$589M-299M,8,N,Y
KRX:085660,KRX,085660,,$589M-299M,8,N,Y
KRX:000370,KRX,000370,,$589M-299M,8,N,Y
KRX:005690,KRX,005690,,$589M-299M,8,N,Y
NASDAQ:BMRC,NASDAQ,BMRC,BMRC,$589M-299M,8,Y,N
NASDAQ:VMD,NASDAQ,VMD,VMD,$589M-299M,8,Y,N
TSX:ITH,TSX,ITH,ITH.TO,$589M-299M,8,N,N
NYSE:LXFR,NYSE,LXFR,LXFR,$589M-299M,8,Y,N
NASDAQ:ELVA,NASDAQ,ELVA,ELVA,$589M-299M,8,Y,N
NASDAQ:CMCO,NASDAQ,CMCO,CMCO,$589M-299M,8,Y,N
ASX:TVN,ASX,TVN,TVN.AX,$589M-299M,8,N,N
NASDAQ:BSVN,NASDAQ,BSVN,BSVN,$589M-299M,8,Y,N
NASDAQ:CLPT,NASDAQ,CLPT,CLPT,$589M-299M,8,Y,N
KRX:001685,KRX,001685,,$589M-299M,8,N,Y
NASDAQ:BMM,NASDAQ,BMM,BMM,$589M-299M,8,Y,N
NASDAQ:SPT,NASDAQ,SPT,SPT,$589M-299M,8,Y,N
NASDAQ:CXII,NASDAQ,CXII,CXII,$589M-299M,8,Y,N
TSX:URC,TSX,URC,URC.TO,$589M-299M,8,N,N
TSX:WFC,TSX,WFC,WFC.TO,$589M-299M,8,N,N
NASDAQ:ALLO,NASDAQ,ALLO,ALLO,$589M-299M,8,Y,N
NASDAQ:OWLS,NASDAQ,OWLS,OWLS,$589M-299M,8,Y,N
NASDAQ:WTBA,NASDAQ,WTBA,WTBA,$589M-299M,8,Y,N
KRX:000670,KRX,000670,,$589M-299M,8,N,Y
KRX:036830,KRX,036830,,$589M-299M,8,N,Y
NASDAQ:VREX,NASDAQ,VREX,VREX,$589M-299M,8,Y,N
NASDAQ:OFIX,NASDAQ,OFIX,OFIX,$589M-299M,8,Y,N
NASDAQ:TITN,NASDAQ,TITN,TITN,$589M-299M,8,Y,N
NASDAQ:CBK,NASDAQ,CBK,CBK,$589M-299M,8,Y,N
ASX:HM1,ASX,HM1,HM1.AX,$589M-299M,8,N,N
NASDAQ:SATL,NASDAQ,SATL,SATL,$589M-299M,8,Y,N
KRX:025540,KRX,025540,,$589M-299M,8,N,Y
NASDAQ:AURA,NASDAQ,AURA,AURA,$589M-299M,8,Y,N
NASDAQ:RBB,NASDAQ,RBB,RBB,$589M-299M,8,Y,N
NYSE:BXC,NYSE,BXC,BXC,$589M-299M,8,Y,N
NYSE:CYH,NYSE,CYH,CYH,$589M-299M,8,Y,N
NASDAQ:FRPH,NASDAQ,FRPH,FRPH,$589M-299M,8,Y,N
NYSE:MATV,NYSE,MATV,MATV,$589M-299M,8,Y,N
NYSE:DIN,NYSE,DIN,DIN,$589M-299M,8,Y,N
NASDAQ:ACTG,NASDAQ,ACTG,ACTG,$589M-299M,8,Y,N
NASDAQ:CABA,NASDAQ,CABA,CABA,$589M-299M,8,Y,N
NASDAQ:FSTR,NASDAQ,FSTR,FSTR,$589M-299M,8,Y,N
AMEX:THM,AMEX,THM,THM,$589M-299M,8,Y,N
NASDAQ:STRZ,NASDAQ,STRZ,STRZ,$589M-299M,8,Y,N
NASDAQ:SOPH,NASDAQ,SOPH,SOPH,$589M-299M,8,Y,N
NASDAQ:PRTA,NASDAQ,PRTA,PRTA,$589M-299M,8,Y,N
NASDAQ:GBFH,NASDAQ,GBFH,GBFH,$589M-299M,8,Y,N
NASDAQ:IBEX,NASDAQ,IBEX,IBEX,$589M-299M,8,Y,N
KRX:189300,KRX,189300,,$589M-299M,8,N,Y
NASDAQ:ERII,NASDAQ,ERII,ERII,$589M-299M,8,Y,N
KRX:064960,KRX,064960,,$589M-299M,8,N,Y
ASX:BC8,ASX,BC8,BC8.AX,$589M-299M,8,N,N
ASX:FGG,ASX,FGG,FGG.AX,$589M-299M,8,N,N
ASX:C79,ASX,C79,C79.AX,$589M-299M,8,N,N
ASX:OCL,ASX,OCL,OCL.AX,$589M-299M,8,N,N
NASDAQ:SRTA,NASDAQ,SRTA,SRTA,$589M-299M,8,Y,N
NYSE:ASPN,NYSE,ASPN,ASPN,$589M-299M,8,Y,N
NYSE:QUAD,NYSE,QUAD,QUAD,$589M-299M,8,Y,N
AMEX:GMTL,AMEX,GMTL,GMTL,$589M-299M,8,Y,N
NASDAQ:ABTC,NASDAQ,ABTC,ABTC,$589M-299M,8,Y,N
KRX:014825,KRX,014825,,$589M-299M,8,N,Y
KRX:006730,KRX,006730,,$589M-299M,8,N,Y
KRX:032500,KRX,032500,,$589M-299M,8,N,Y
KRX:005090,KRX,005090,,$589M-299M,8,N,Y
NYSE:DDD,NYSE,DDD,DDD,$589M-299M,8,Y,N
NASDAQ:UROY,NASDAQ,UROY,UROY,$589M-299M,8,Y,N
NASDAQ:IMSR,NASDAQ,IMSR,IMSR,$589M-299M,8,Y,N
TSX:ETG,TSX,ETG,ETG.TO,$589M-299M,8,N,N
TSX:ASTL,TSX,ASTL,ASTL.TO,$589M-299M,8,N,N
TSX:KBL,TSX,KBL,KBL.TO,$589M-299M,8,N,N
NYSE:CTEV,NYSE,CTEV,CTEV,$589M-299M,8,Y,N
NASDAQ:PBFS,NASDAQ,PBFS,PBFS,$589M-299M,8,Y,N
NASDAQ:OCGN,NASDAQ,OCGN,OCGN,$589M-299M,8,Y,N
KRX:035760,KRX,035760,,$589M-299M,8,N,Y
NASDAQ:RMIX,NASDAQ,RMIX,RMIX,$589M-299M,8,Y,N
NASDAQ:FRBA,NASDAQ,FRBA,FRBA,$589M-299M,8,Y,N
KRX:009240,KRX,009240,,$589M-299M,8,N,Y
ASX:PNV,ASX,PNV,PNV.AX,$589M-299M,8,N,N
NASDAQ:DCTH,NASDAQ,DCTH,DCTH,$589M-299M,8,Y,N
NYSE:BLND,NYSE,BLND,BLND,$589M-299M,8,Y,N
NASDAQ:GLAD,NASDAQ,GLAD,GLAD,$589M-299M,8,Y,N
NASDAQ:IACO,NASDAQ,IACO,IACO,$589M-299M,8,Y,N
NYSE:OPTU,NYSE,OPTU,OPTU,$589M-299M,8,Y,N
NYSE:WDH,NYSE,WDH,WDH,$589M-299M,8,Y,N
